sample	total_minimizer_hits	genus	genus_taxid	genus_hits	genus_fraction	species	species_taxid	species_hits	species_fraction
HpGP-GRE-042	484536	Helicobacter	209	479384	0.989367	Helicobacter pylori	210	416349	0.859274
HpGP-GRE-043	485795	Helicobacter	209	480776	0.989668	Helicobacter pylori	210	421451	0.867549
HpGP-GRE-044	491621	Helicobacter	209	485584	0.987720	Helicobacter pylori	210	422699	0.859807
HpGP-GRE-046	476633	Helicobacter	209	470177	0.986455	Helicobacter pylori	210	414088	0.868777
HpGP-GTM-004	507770	Helicobacter	209	502545	0.989710	Helicobacter pylori	210	442872	0.872190
HpGP-GTM-007	477618	Helicobacter	209	472401	0.989077	Helicobacter pylori	210	417377	0.873872
HpGP-GTM-010	489199	Helicobacter	209	484089	0.989554	Helicobacter pylori	210	428643	0.876214
HpGP-HON-001	484346	Helicobacter	209	478960	0.988880	Helicobacter pylori	210	421660	0.870576
HpGP-HON-002	484361	Helicobacter	209	479035	0.989004	Helicobacter pylori	210	422042	0.871338
HpGP-HON-003	498674	Helicobacter	209	493669	0.989963	Helicobacter pylori	210	435169	0.872652
HpGP-HON-004	482526	Helicobacter	209	477510	0.989605	Helicobacter pylori	210	422479	0.875557
HpGP-HON-005	502992	Helicobacter	209	498041	0.990157	Helicobacter pylori	210	435423	0.865666
HpGP-HON-006	485867	Helicobacter	209	480754	0.989477	Helicobacter pylori	210	424456	0.873605
HpGP-HON-007	497722	Helicobacter	209	492710	0.989930	Helicobacter pylori	210	434276	0.872527
HpGP-HON-009	486432	Helicobacter	209	481488	0.989836	Helicobacter pylori	210	422528	0.868627
HpGP-HON-010	494107	Helicobacter	209	489062	0.989790	Helicobacter pylori	210	428635	0.867494
HpGP-HON-011	484309	Helicobacter	209	479354	0.989769	Helicobacter pylori	210	422884	0.873170
HpGP-HON-012	477753	Helicobacter	209	472678	0.989377	Helicobacter pylori	210	417689	0.874278
HpGP-HON-013	481690	Helicobacter	209	476648	0.989533	Helicobacter pylori	210	421358	0.874749
HpGP-HON-014	492667	Helicobacter	209	487341	0.989189	Helicobacter pylori	210	426938	0.866585
HpGP-HON-015	478761	Helicobacter	209	473636	0.989295	Helicobacter pylori	210	418103	0.873302
HpGP-HON-016	481491	Helicobacter	209	476410	0.989447	Helicobacter pylori	210	420880	0.874118
HpGP-HON-017	483534	Helicobacter	209	478626	0.989850	Helicobacter pylori	210	423289	0.875407
HpGP-HON-018	485752	Helicobacter	209	480783	0.989771	Helicobacter pylori	210	425138	0.875216
HpGP-HON-019	487909	Helicobacter	209	482467	0.988846	Helicobacter pylori	210	427300	0.875778
HpGP-HON-020	484121	Helicobacter	209	479177	0.989788	Helicobacter pylori	210	422768	0.873269
HpGP-HON-021	500592	Helicobacter	209	494999	0.988827	Helicobacter pylori	210	435503	0.869976
HpGP-HON-023	479103	Helicobacter	209	474035	0.989422	Helicobacter pylori	210	418559	0.873631
HpGP-HON-024	470274	Helicobacter	209	465289	0.989400	Helicobacter pylori	210	408353	0.868330
HpGP-HON-025	489880	Helicobacter	209	483003	0.985962	Helicobacter pylori	210	423512	0.864522
HpGP-HON-026	480112	Helicobacter	209	474542	0.988399	Helicobacter pylori	210	417117	0.868791
HpGP-HON-027	476213	Helicobacter	209	470790	0.988612	Helicobacter pylori	210	413996	0.869350
HpGP-HON-028	511631	Helicobacter	209	506138	0.989264	Helicobacter pylori	210	445148	0.870057
HpGP-IDN-001	480785	Helicobacter	209	474722	0.987389	Helicobacter pylori	210	411991	0.856913
HpGP-IDN-002	452228	Helicobacter	209	447387	0.989295	Helicobacter pylori	210	393068	0.869181
HpGP-IDN-003	470217	Helicobacter	209	464976	0.988854	Helicobacter pylori	210	405318	0.861981
HpGP-IDN-004	472166	Helicobacter	209	467177	0.989434	Helicobacter pylori	210	412138	0.872867
HpGP-IDN-005	471829	Helicobacter	209	466700	0.989130	Helicobacter pylori	210	405670	0.859782
HpGP-IDN-006	467977	Helicobacter	209	462423	0.988132	Helicobacter pylori	210	405763	0.867058
HpGP-IDN-007	454952	Helicobacter	209	449771	0.988612	Helicobacter pylori	210	394965	0.868147
HpGP-IDN-008	458520	Helicobacter	209	453474	0.988995	Helicobacter pylori	210	398671	0.869474
HpGP-IDN-009	485577	Helicobacter	209	480490	0.989524	Helicobacter pylori	210	421107	0.867230
HpGP-IDN-010	474656	Helicobacter	209	467914	0.985796	Helicobacter pylori	210	404711	0.852641
HpGP-IDN-011	418531	Helicobacter	209	413942	0.989035	Helicobacter pylori	210	359286	0.858445
HpGP-IND-001	454941	Helicobacter	209	449334	0.987675	Helicobacter pylori	210	395662	0.869700
HpGP-IND-002	479518	Helicobacter	209	473332	0.987100	Helicobacter pylori	210	417313	0.870276
HpGP-IND-003	493950	Helicobacter	209	488956	0.989890	Helicobacter pylori	210	427498	0.865468
HpGP-IND-004	475715	Helicobacter	209	470704	0.989466	Helicobacter pylori	210	409085	0.859937
HpGP-IND-005	468847	Helicobacter	209	463817	0.989272	Helicobacter pylori	210	408748	0.871815
HpGP-IND-006	490242	Helicobacter	209	484917	0.989138	Helicobacter pylori	210	424574	0.866050
HpGP-IND-007	465649	Helicobacter	209	460521	0.988987	Helicobacter pylori	210	406480	0.872932
HpGP-IND-008	466406	Helicobacter	209	461171	0.988776	Helicobacter pylori	210	401150	0.860088
HpGP-IND-009	465273	Helicobacter	209	459740	0.988108	Helicobacter pylori	210	399110	0.857797
HpGP-IND-010	460598	Helicobacter	209	455380	0.988671	Helicobacter pylori	210	400686	0.869926
HpGP-IRN-001	501422	Helicobacter	209	496365	0.989915	Helicobacter pylori	210	433774	0.865088
HpGP-IRN-002	462589	Helicobacter	209	457614	0.989245	Helicobacter pylori	210	402077	0.869188
HpGP-IRN-003	477830	Helicobacter	209	472004	0.987807	Helicobacter pylori	210	412062	0.862361
HpGP-IRN-009	476234	Helicobacter	209	469994	0.986897	Helicobacter pylori	210	409864	0.860636
HpGP-ISL-001	479536	Helicobacter	209	474165	0.988800	Helicobacter pylori	210	418876	0.873503
HpGP-ISL-002	470052	Helicobacter	209	464895	0.989029	Helicobacter pylori	210	409678	0.871559
HpGP-ISL-003	470266	Helicobacter	209	465139	0.989098	Helicobacter pylori	210	410355	0.872602
HpGP-ISL-004	462657	Helicobacter	209	457215	0.988238	Helicobacter pylori	210	402318	0.869582
HpGP-ISL-005	473757	Helicobacter	209	467867	0.987567	Helicobacter pylori	210	412084	0.869821
HpGP-ISL-006	487063	Helicobacter	209	481640	0.988866	Helicobacter pylori	210	426929	0.876538
HpGP-ISL-007	458761	Helicobacter	209	452787	0.986978	Helicobacter pylori	210	397787	0.867090
HpGP-ISL-008	460392	Helicobacter	209	455219	0.988764	Helicobacter pylori	210	399861	0.868523
HpGP-ISL-009	456653	Helicobacter	209	451698	0.989149	Helicobacter pylori	210	396979	0.869323
HpGP-ISL-010	456512	Helicobacter	209	451406	0.988815	Helicobacter pylori	210	396671	0.868917
HpGP-ISL-011	469943	Helicobacter	209	464964	0.989405	Helicobacter pylori	210	409744	0.871901
HpGP-ISR-001	486878	Helicobacter	209	481793	0.989556	Helicobacter pylori	210	417971	0.858472
HpGP-ISR-002	485714	Helicobacter	209	480342	0.988940	Helicobacter pylori	210	417630	0.859827
HpGP-ISR-003	493536	Helicobacter	209	488359	0.989510	Helicobacter pylori	210	426693	0.864563
HpGP-ISR-004	483064	Helicobacter	209	476959	0.987362	Helicobacter pylori	210	413702	0.856412
HpGP-ISR-005	480294	Helicobacter	209	474564	0.988070	Helicobacter pylori	210	418722	0.871804
HpGP-ISR-006	480319	Helicobacter	209	474535	0.987958	Helicobacter pylori	210	416446	0.867020
HpGP-ISR-007	478706	Helicobacter	209	473241	0.988584	Helicobacter pylori	210	413983	0.864796
HpGP-ISR-008	488222	Helicobacter	209	482130	0.987522	Helicobacter pylori	210	421227	0.862778
HpGP-ISR-009	469319	Helicobacter	209	462438	0.985338	Helicobacter pylori	210	406391	0.865916
HpGP-ISR-010	481674	Helicobacter	209	475510	0.987203	Helicobacter pylori	210	416004	0.863663
HpGP-ITA-001	471286	Helicobacter	209	466275	0.989367	Helicobacter pylori	210	410724	0.871496
HpGP-ITA-002	478833	Helicobacter	209	473941	0.989783	Helicobacter pylori	210	416961	0.870786
HpGP-ITA-003	471499	Helicobacter	209	465185	0.986609	Helicobacter pylori	210	409014	0.867476
HpGP-ITA-004	484553	Helicobacter	209	479494	0.989559	Helicobacter pylori	210	423393	0.873781
HpGP-ITA-005	476271	Helicobacter	209	470916	0.988756	Helicobacter pylori	210	410957	0.862864
HpGP-ITA-006	467784	Helicobacter	209	462728	0.989192	Helicobacter pylori	210	406165	0.868275
HpGP-ITA-007	475306	Helicobacter	209	469817	0.988452	Helicobacter pylori	210	413506	0.869978
HpGP-ITA-008	476227	Helicobacter	209	471154	0.989348	Helicobacter pylori	210	414544	0.870476
HpGP-ITA-009	497360	Helicobacter	209	492230	0.989686	Helicobacter pylori	210	429710	0.863982
HpGP-ITA-010	476821	Helicobacter	209	471694	0.989248	Helicobacter pylori	210	415987	0.872418
HpGP-ITA-011	465512	Helicobacter	209	460634	0.989521	Helicobacter pylori	210	404214	0.868321
HpGP-ITA-012	489061	Helicobacter	209	483820	0.989284	Helicobacter pylori	210	425563	0.870163
HpGP-ITA-013	474256	Helicobacter	209	468877	0.988658	Helicobacter pylori	210	408731	0.861836
HpGP-ITA-014	496751	Helicobacter	209	491683	0.989798	Helicobacter pylori	210	429816	0.865254
HpGP-ITA-015	489068	Helicobacter	209	482950	0.987490	Helicobacter pylori	210	425442	0.869904
HpGP-ITA-016	484420	Helicobacter	209	479466	0.989773	Helicobacter pylori	210	418621	0.864170
HpGP-ITA-017	484879	Helicobacter	209	479703	0.989325	Helicobacter pylori	210	420760	0.867763
HpGP-ITA-018	499179	Helicobacter	209	493863	0.989351	Helicobacter pylori	210	431858	0.865137
HpGP-ITA-019	496323	Helicobacter	209	490465	0.988197	Helicobacter pylori	210	430067	0.866506
HpGP-ITA-020	483576	Helicobacter	209	478434	0.989367	Helicobacter pylori	210	422739	0.874194
HpGP-ITA-022	485482	Helicobacter	209	480405	0.989542	Helicobacter pylori	210	419980	0.865078
HpGP-ITA-023	492296	Helicobacter	209	486918	0.989076	Helicobacter pylori	210	425645	0.864612
HpGP-ITA-024	486430	Helicobacter	209	481274	0.989400	Helicobacter pylori	210	425080	0.873877
HpGP-ITA-025	469545	Helicobacter	209	464682	0.989643	Helicobacter pylori	210	408678	0.870370
HpGP-ITA-026	489482	Helicobacter	209	484217	0.989244	Helicobacter pylori	210	423152	0.864489
HpGP-ITA-027	490606	Helicobacter	209	484445	0.987442	Helicobacter pylori	210	424540	0.865338
HpGP-ITA-028	478415	Helicobacter	209	472809	0.988282	Helicobacter pylori	210	417361	0.872383
HpGP-ITA-029	480899	Helicobacter	209	475945	0.989698	Helicobacter pylori	210	418649	0.870555
HpGP-ITA-030	483433	Helicobacter	209	478108	0.988985	Helicobacter pylori	210	421428	0.871740
HpGP-JAP-002	474924	Helicobacter	209	469753	0.989112	Helicobacter pylori	210	412489	0.868537
HpGP-JAP-009	490016	Helicobacter	209	484889	0.989537	Helicobacter pylori	210	422371	0.861953
HpGP-JAP-010	475800	Helicobacter	209	470503	0.988867	Helicobacter pylori	210	415417	0.873092
HpGP-JAP-012	477060	Helicobacter	209	471836	0.989050	Helicobacter pylori	210	416379	0.872802
HpGP-JAP-013	489767	Helicobacter	209	484897	0.990056	Helicobacter pylori	210	425777	0.869346
HpGP-JAP-015	480091	Helicobacter	209	474853	0.989090	Helicobacter pylori	210	420113	0.875070
HpGP-JAP-016	492393	Helicobacter	209	487431	0.989923	Helicobacter pylori	210	431953	0.877253
HpGP-JAP-017	497937	Helicobacter	209	492566	0.989213	Helicobacter pylori	210	430466	0.864499
HpGP-JAP-019	479419	Helicobacter	209	474357	0.989441	Helicobacter pylori	210	418866	0.873695
HpGP-JAP-021	475059	Helicobacter	209	469388	0.988063	Helicobacter pylori	210	414555	0.872639
HpGP-JAP-022	476806	Helicobacter	209	471699	0.989289	Helicobacter pylori	210	416730	0.874003
HpGP-JAP-026	479021	Helicobacter	209	473937	0.989387	Helicobacter pylori	210	419426	0.875590
HpGP-JAP-028	489761	Helicobacter	209	484549	0.989358	Helicobacter pylori	210	423804	0.865328
HpGP-JAP-029	478751	Helicobacter	209	473490	0.989011	Helicobacter pylori	210	418225	0.873575
HpGP-JAP-101	474818	Helicobacter	209	469756	0.989339	Helicobacter pylori	210	412415	0.868575
HpGP-JAP-102	503062	Helicobacter	209	497861	0.989661	Helicobacter pylori	210	442021	0.878661
HpGP-JAP-103	467939	Helicobacter	209	463011	0.989469	Helicobacter pylori	210	408078	0.872075
HpGP-JAP-104	500438	Helicobacter	209	495266	0.989665	Helicobacter pylori	210	439636	0.878502
HpGP-JAP-105	480678	Helicobacter	209	475417	0.989055	Helicobacter pylori	210	420628	0.875072
HpGP-JAP-106	486114	Helicobacter	209	481072	0.989628	Helicobacter pylori	210	425147	0.874583
HpGP-JAP-107	482784	Helicobacter	209	477549	0.989157	Helicobacter pylori	210	422315	0.874749
HpGP-JAP-108	472573	Helicobacter	209	467637	0.989555	Helicobacter pylori	210	412626	0.873148
HpGP-JAP-109	482346	Helicobacter	209	477269	0.989474	Helicobacter pylori	210	422201	0.875307
HpGP-JAP-110	491023	Helicobacter	209	486017	0.989805	Helicobacter pylori	210	427324	0.870273
HpGP-JAP-111	487216	Helicobacter	209	482259	0.989826	Helicobacter pylori	210	428073	0.878610
HpGP-JAP-112	492095	Helicobacter	209	487067	0.989782	Helicobacter pylori	210	427836	0.869417
HpGP-JAP-113	501170	Helicobacter	209	496003	0.989690	Helicobacter pylori	210	440642	0.879227
HpGP-JAP-114	491940	Helicobacter	209	486757	0.989464	Helicobacter pylori	210	425899	0.865754
HpGP-JAP-115	484945	Helicobacter	209	479562	0.988900	Helicobacter pylori	210	420484	0.867076
HpGP-JOR-001	486687	Helicobacter	209	481519	0.989381	Helicobacter pylori	210	418350	0.859587
HpGP-JOR-002	475765	Helicobacter	209	469588	0.987017	Helicobacter pylori	210	413317	0.868742
HpGP-JOR-003	501811	Helicobacter	209	495849	0.988119	Helicobacter pylori	210	433891	0.864650
HpGP-JOR-004	497414	Helicobacter	209	492262	0.989642	Helicobacter pylori	210	433072	0.870647
HpGP-JOR-005	503385	Helicobacter	209	496815	0.986948	Helicobacter pylori	210	434341	0.862841
HpGP-JOR-006	509121	Helicobacter	209	503856	0.989659	Helicobacter pylori	210	438640	0.861563
HpGP-JOR-007	490223	Helicobacter	209	484806	0.988950	Helicobacter pylori	210	426378	0.869763
HpGP-JOR-008	498387	Helicobacter	209	492267	0.987720	Helicobacter pylori	210	427682	0.858132
HpGP-JOR-009	483195	Helicobacter	209	478146	0.989551	Helicobacter pylori	210	414695	0.858235
HpGP-JOR-010	475337	Helicobacter	209	469442	0.987598	Helicobacter pylori	210	412997	0.868851
HpGP-KAZ-001	490326	Helicobacter	209	485361	0.989874	Helicobacter pylori	210	424845	0.866454
HpGP-KAZ-002	481460	Helicobacter	209	476215	0.989106	Helicobacter pylori	210	417500	0.867154
HpGP-KGZ-001	495671	Helicobacter	209	489713	0.987980	Helicobacter pylori	210	428555	0.864596
HpGP-KGZ-002	505910	Helicobacter	209	499837	0.987996	Helicobacter pylori	210	439216	0.868170
HpGP-KGZ-003	478892	Helicobacter	209	473365	0.988459	Helicobacter pylori	210	411132	0.858507
HpGP-KGZ-004	492241	Helicobacter	209	486727	0.988798	Helicobacter pylori	210	426915	0.867289
HpGP-KGZ-005	485224	Helicobacter	209	480179	0.989603	Helicobacter pylori	210	424625	0.875111
HpGP-KGZ-006	477435	Helicobacter	209	471041	0.986608	Helicobacter pylori	210	408363	0.855327
HpGP-KGZ-007	498248	Helicobacter	209	492307	0.988076	Helicobacter pylori	210	430173	0.863371
HpGP-KGZ-008	495827	Helicobacter	209	489808	0.987861	Helicobacter pylori	210	427904	0.863011
HpGP-KGZ-009	484863	Helicobacter	209	479666	0.989282	Helicobacter pylori	210	421566	0.869454
HpGP-KGZ-010	499234	Helicobacter	209	492285	0.986081	Helicobacter pylori	210	431944	0.865214
HpGP-KOR-001	493394	Helicobacter	209	488278	0.989631	Helicobacter pylori	210	432214	0.876002
HpGP-KOR-002	481859	Helicobacter	209	476774	0.989447	Helicobacter pylori	210	417208	0.865830
HpGP-KOR-004	479290	Helicobacter	209	474260	0.989505	Helicobacter pylori	210	419270	0.874773
HpGP-KOR-005	492662	Helicobacter	209	487613	0.989752	Helicobacter pylori	210	428460	0.869683
HpGP-KOR-006	480379	Helicobacter	209	475446	0.989731	Helicobacter pylori	210	416469	0.866959
HpGP-KOR-007	475200	Helicobacter	209	470126	0.989322	Helicobacter pylori	210	414988	0.873291
HpGP-KOR-008	474825	Helicobacter	209	469677	0.989158	Helicobacter pylori	210	414233	0.872391
HpGP-KOR-009	482589	Helicobacter	209	477118	0.988663	Helicobacter pylori	210	418785	0.867788
HpGP-KOR-010	477622	Helicobacter	209	472696	0.989686	Helicobacter pylori	210	416953	0.872977
HpGP-KOR-012	489427	Helicobacter	209	484253	0.989428	Helicobacter pylori	210	426950	0.872347
HpGP-KOR-013	493055	Helicobacter	209	488202	0.990157	Helicobacter pylori	210	428285	0.868635
HpGP-KOR-014	471289	Helicobacter	209	466206	0.989215	Helicobacter pylori	210	411435	0.872999
HpGP-KOR-016	477089	Helicobacter	209	471922	0.989170	Helicobacter pylori	210	416601	0.873214
HpGP-KOR-019	488082	Helicobacter	209	482028	0.987596	Helicobacter pylori	210	423915	0.868532
HpGP-KOR-020	498014	Helicobacter	209	492756	0.989442	Helicobacter pylori	210	431476	0.866393
HpGP-KOR-021	474343	Helicobacter	209	469130	0.989010	Helicobacter pylori	210	412529	0.869685
HpGP-KOR-022	473821	Helicobacter	209	468723	0.989241	Helicobacter pylori	210	412717	0.871040
HpGP-KOR-023	481759	Helicobacter	209	476502	0.989088	Helicobacter pylori	210	420112	0.872038
HpGP-KOR-024	490039	Helicobacter	209	484938	0.989591	Helicobacter pylori	210	424047	0.865333
HpGP-KOR-025	487451	Helicobacter	209	482450	0.989741	Helicobacter pylori	210	420430	0.862507
HpGP-KOR-027	490079	Helicobacter	209	485094	0.989828	Helicobacter pylori	210	423747	0.864650
HpGP-KOR-028	475284	Helicobacter	209	470195	0.989293	Helicobacter pylori	210	414941	0.873038
HpGP-KOR-029	481731	Helicobacter	209	476667	0.989488	Helicobacter pylori	210	421122	0.874185
HpGP-KOR-032	497520	Helicobacter	209	491706	0.988314	Helicobacter pylori	210	435911	0.876168
HpGP-KOR-033	486510	Helicobacter	209	481270	0.989229	Helicobacter pylori	210	419975	0.863240
HpGP-KOR-034	483076	Helicobacter	209	478045	0.989585	Helicobacter pylori	210	420159	0.869758
HpGP-KOR-035	477186	Helicobacter	209	472006	0.989145	Helicobacter pylori	210	417296	0.874493
HpGP-KOR-036	482565	Helicobacter	209	475849	0.986083	Helicobacter pylori	210	418061	0.866331
HpGP-KOR-037	493789	Helicobacter	209	488414	0.989115	Helicobacter pylori	210	429553	0.869912
HpGP-KOR-041	485048	Helicobacter	209	479940	0.989469	Helicobacter pylori	210	417392	0.860517
HpGP-KOR-042	482202	Helicobacter	209	477247	0.989724	Helicobacter pylori	210	418196	0.867263
HpGP-KOR-043	487952	Helicobacter	209	482552	0.988933	Helicobacter pylori	210	424984	0.870955
HpGP-KOR-044	485043	Helicobacter	209	479936	0.989471	Helicobacter pylori	210	419137	0.864123
HpGP-KOR-045	484542	Helicobacter	209	479482	0.989557	Helicobacter pylori	210	419034	0.864804
HpGP-KOR-046	488014	Helicobacter	209	482500	0.988701	Helicobacter pylori	210	423821	0.868461
HpGP-KOR-047	473407	Helicobacter	209	468374	0.989369	Helicobacter pylori	210	413237	0.872900
HpGP-KOR-048	475417	Helicobacter	209	470385	0.989416	Helicobacter pylori	210	414731	0.872352
HpGP-KOR-049	487224	Helicobacter	209	482159	0.989604	Helicobacter pylori	210	420357	0.862759
HpGP-KOR-050	485769	Helicobacter	209	480577	0.989312	Helicobacter pylori	210	421763	0.868238
HpGP-KOR-051	488119	Helicobacter	209	483019	0.989552	Helicobacter pylori	210	421411	0.863337
HpGP-KOR-052	474497	Helicobacter	209	469327	0.989104	Helicobacter pylori	210	414068	0.872646
HpGP-KOR-053	476587	Helicobacter	209	471501	0.989328	Helicobacter pylori	210	416113	0.873110
HpGP-KOR-101	491094	Helicobacter	209	486134	0.989900	Helicobacter pylori	210	424622	0.864645
HpGP-KOR-105	482624	Helicobacter	209	477432	0.989242	Helicobacter pylori	210	422568	0.875564
HpGP-KOR-109	486610	Helicobacter	209	481098	0.988673	Helicobacter pylori	210	422341	0.867925
HpGP-KOR-110	489402	Helicobacter	209	484320	0.989616	Helicobacter pylori	210	428470	0.875497
HpGP-KOR-111	494395	Helicobacter	209	488867	0.988819	Helicobacter pylori	210	426150	0.861963
HpGP-KOR-112	485788	Helicobacter	209	480826	0.989786	Helicobacter pylori	210	419516	0.863578
HpGP-KOR-114	487612	Helicobacter	209	482229	0.988960	Helicobacter pylori	210	423799	0.869132
HpGP-KOR-115	475259	Helicobacter	209	470166	0.989284	Helicobacter pylori	210	414921	0.873042
HpGP-KOR-116	500700	Helicobacter	209	495653	0.989920	Helicobacter pylori	210	432565	0.863921
HpGP-KOR-117	484620	Helicobacter	209	479722	0.989893	Helicobacter pylori	210	420488	0.867665
HpGP-KOR-118	489332	Helicobacter	209	483810	0.988715	Helicobacter pylori	210	421850	0.862094
HpGP-KOR-119	480950	Helicobacter	209	475708	0.989101	Helicobacter pylori	210	419936	0.873139
HpGP-LAT-001	490523	Helicobacter	209	484595	0.987915	Helicobacter pylori	210	425581	0.867607
HpGP-LAT-002	474866	Helicobacter	209	469486	0.988670	Helicobacter pylori	210	409609	0.862578
HpGP-LAT-003	493449	Helicobacter	209	486013	0.984931	Helicobacter pylori	210	427293	0.865931
HpGP-LAT-004	494294	Helicobacter	209	488829	0.988944	Helicobacter pylori	210	424780	0.859367
HpGP-LAT-005	493628	Helicobacter	209	488011	0.988621	Helicobacter pylori	210	425555	0.862097
HpGP-LAT-006	485563	Helicobacter	209	479431	0.987371	Helicobacter pylori	210	419347	0.863630
HpGP-LAT-007	495059	Helicobacter	209	489489	0.988749	Helicobacter pylori	210	425747	0.859992
HpGP-LAT-008	475499	Helicobacter	209	470398	0.989272	Helicobacter pylori	210	408446	0.858984
HpGP-LAT-009	487293	Helicobacter	209	482409	0.989977	Helicobacter pylori	210	426295	0.874823
HpGP-LAT-010	474814	Helicobacter	209	469681	0.989189	Helicobacter pylori	210	410870	0.865328
HpGP-LAT-011	488021	Helicobacter	209	482535	0.988759	Helicobacter pylori	210	425775	0.872452
HpGP-LAT-012	478078	Helicobacter	209	471677	0.986611	Helicobacter pylori	210	416099	0.870358
HpGP-LAT-014	487100	Helicobacter	209	482075	0.989684	Helicobacter pylori	210	422258	0.866882
HpGP-LAT-015	480190	Helicobacter	209	474951	0.989090	Helicobacter pylori	210	415725	0.865751
HpGP-LAT-017	495924	Helicobacter	209	489434	0.986913	Helicobacter pylori	210	430555	0.868187
HpGP-LAT-018	483825	Helicobacter	209	478802	0.989618	Helicobacter pylori	210	422427	0.873099
HpGP-LAT-019	483337	Helicobacter	209	477341	0.987595	Helicobacter pylori	210	417867	0.864546
HpGP-LAT-020	500165	Helicobacter	209	492596	0.984867	Helicobacter pylori	210	431853	0.863421
HpGP-LAT-021	492846	Helicobacter	209	487707	0.989573	Helicobacter pylori	210	425514	0.863381
HpGP-LAT-022	506055	Helicobacter	209	498563	0.985195	Helicobacter pylori	210	434770	0.859136
HpGP-LAT-023	484885	Helicobacter	209	479696	0.989298	Helicobacter pylori	210	423165	0.872712
HpGP-LAT-024	483738	Helicobacter	209	478473	0.989116	Helicobacter pylori	210	417810	0.863711
HpGP-LAT-025	488846	Helicobacter	209	483807	0.989692	Helicobacter pylori	210	423422	0.866166
HpGP-LAT-026	490966	Helicobacter	209	485402	0.988667	Helicobacter pylori	210	429231	0.874258
HpGP-LAT-027	470404	Helicobacter	209	465285	0.989118	Helicobacter pylori	210	408662	0.868747
HpGP-LAT-028	499712	Helicobacter	209	494224	0.989018	Helicobacter pylori	210	432035	0.864568
HpGP-LAT-029	490633	Helicobacter	209	485303	0.989136	Helicobacter pylori	210	423505	0.863181
HpGP-LAT-030	473322	Helicobacter	209	468185	0.989147	Helicobacter pylori	210	412609	0.871730
HpGP-LAT-031	480983	Helicobacter	209	475962	0.989561	Helicobacter pylori	210	419680	0.872546
HpGP-LAT-032	487920	Helicobacter	209	482515	0.988922	Helicobacter pylori	210	425665	0.872407
HpGP-LAT-033	476094	Helicobacter	209	467235	0.981392	Helicobacter pylori	210	410558	0.862347
HpGP-LAT-034	478469	Helicobacter	209	473231	0.989053	Helicobacter pylori	210	417331	0.872222
HpGP-LAT-035	482380	Helicobacter	209	477236	0.989336	Helicobacter pylori	210	414818	0.859940
HpGP-LAT-036	481270	Helicobacter	209	474744	0.986440	Helicobacter pylori	210	417693	0.867897
HpGP-LIT-001	492000	Helicobacter	209	485491	0.986770	Helicobacter pylori	210	425361	0.864555
HpGP-LIT-002	473769	Helicobacter	209	468543	0.988969	Helicobacter pylori	210	412866	0.871450
HpGP-LIT-003	486573	Helicobacter	209	481573	0.989724	Helicobacter pylori	210	421940	0.867167
HpGP-LIT-004	496002	Helicobacter	209	490496	0.988899	Helicobacter pylori	210	426960	0.860803
HpGP-LIT-006	481807	Helicobacter	209	476883	0.989780	Helicobacter pylori	210	420531	0.872820
HpGP-LIT-007	501587	Helicobacter	209	496331	0.989521	Helicobacter pylori	210	430321	0.857919
HpGP-LIT-008	460071	Helicobacter	209	455143	0.989289	Helicobacter pylori	210	399830	0.869062
HpGP-LIT-010	491474	Helicobacter	209	485281	0.987399	Helicobacter pylori	210	428041	0.870933
HpGP-LIT-012	476985	Helicobacter	209	471931	0.989404	Helicobacter pylori	210	415988	0.872120
HpGP-LIT-013	488053	Helicobacter	209	480028	0.983557	Helicobacter pylori	210	423955	0.868666
HpGP-LIT-020	475011	Helicobacter	209	469595	0.988598	Helicobacter pylori	210	413788	0.871112
HpGP-LIT-021	492405	Helicobacter	209	485883	0.986755	Helicobacter pylori	210	428604	0.870430
HpGP-LIT-023	485671	Helicobacter	209	480661	0.989684	Helicobacter pylori	210	419808	0.864388
HpGP-LIT-024	505399	Helicobacter	209	499227	0.987788	Helicobacter pylori	210	436957	0.864578
HpGP-LIT-025	487691	Helicobacter	209	482256	0.988856	Helicobacter pylori	210	420659	0.862552
HpGP-LIT-026	493616	Helicobacter	209	488017	0.988657	Helicobacter pylori	210	428433	0.867948
HpGP-LIT-028	494885	Helicobacter	209	489813	0.989751	Helicobacter pylori	210	429062	0.866993
HpGP-LIT-029	482010	Helicobacter	209	476946	0.989494	Helicobacter pylori	210	421089	0.873611
HpGP-LIT-030	487246	Helicobacter	209	482047	0.989330	Helicobacter pylori	210	420963	0.863964
HpGP-LIT-031	485062	Helicobacter	209	479498	0.988529	Helicobacter pylori	210	420030	0.865931
HpGP-LIT-032	478996	Helicobacter	209	473588	0.988710	Helicobacter pylori	210	417503	0.871621
HpGP-LIT-035	483578	Helicobacter	209	478271	0.989026	Helicobacter pylori	210	418755	0.865951
HpGP-LIT-041	486995	Helicobacter	209	481999	0.989741	Helicobacter pylori	210	422140	0.866826
HpGP-MAL-002	476476	Helicobacter	209	470425	0.987301	Helicobacter pylori	210	410142	0.860782
HpGP-MAL-003	483956	Helicobacter	209	479020	0.989801	Helicobacter pylori	210	420589	0.869065
HpGP-MAL-004	470041	Helicobacter	209	464749	0.988741	Helicobacter pylori	210	405249	0.862157
