Strain,Tomb26695,F16,SouthAfrica20,SouthAfrica7
HpGP-LAT-036,91.949,93.742,87.854,84.323
HpGP-LIT-001,90.574,92.223,92.495,88.659
HpGP-LIT-002,89.176,90.846,90.627,87.267
HpGP-LIT-003,92.208,93.733,90.409,86.787
HpGP-LIT-004,92.117,94.203,91.154,88.048
HpGP-LIT-006,91.397,94.051,91.437,88.331
HpGP-LIT-007,95.600,93.496,89.311,85.694
HpGP-LIT-008,88.998,90.798,88.737,85.361
HpGP-LIT-010,92.161,94.632,90.622,87.291
HpGP-LIT-012,90.082,90.989,91.246,87.516
HpGP-LIT-013,92.305,94.423,89.299,86.323
HpGP-LIT-020,91.164,93.382,88.020,84.992
HpGP-LIT-021,92.492,93.965,89.755,87.809
HpGP-LIT-023,92.564,93.866,88.620,84.885
HpGP-LIT-024,92.889,93.707,90.764,88.534
HpGP-LIT-025,90.526,91.533,89.574,87.807
HpGP-LIT-026,92.131,94.021,90.771,88.406
HpGP-LIT-028,92.458,94.204,90.344,87.705
HpGP-LIT-029,92.753,94.491,90.643,86.552
HpGP-LIT-030,92.331,93.777,88.041,84.904
HpGP-LIT-031,91.460,94.878,88.101,85.131
HpGP-LIT-032,91.206,94.069,90.262,87.585
HpGP-LIT-035,91.616,93.719,88.257,84.746
HpGP-LIT-041,92.197,93.270,91.505,87.131
HpGP-MAL-002,91.164,94.300,89.368,86.790
HpGP-MAL-003,89.669,95.001,87.244,84.220
HpGP-MAL-004,91.772,93.717,89.038,85.559
HpGP-MAL-005,89.606,96.322,86.955,83.842
HpGP-MAL-006,90.649,95.777,89.335,87.200
HpGP-MAL-007,91.796,94.189,90.950,88.363
HpGP-MAL-008,88.651,95.657,86.781,83.440
HpGP-MAL-010,89.014,95.046,88.937,85.894
HpGP-MAL-012,89.490,95.199,88.454,85.444
HpGP-MAL-015,89.444,96.364,87.332,84.326
HpGP-MAL-016,91.831,94.515,88.660,85.620
HpGP-MAL-017,90.033,93.897,87.472,83.978
HpGP-MAL-018,90.105,96.437,87.480,84.398
HpGP-MAL-019,90.579,93.891,89.311,86.005
HpGP-MAL-020,89.838,95.750,87.130,84.945
HpGP-MAL-021,90.605,96.057,89.117,86.594
HpGP-MAL-022,88.967,95.533,86.931,83.920
HpGP-MAL-023,88.963,95.408,86.944,84.027
HpGP-MAL-025,92.202,93.837,88.400,84.858
HpGP-MEX-001,92.265,93.474,92.035,89.521
HpGP-MEX-002,91.649,93.396,90.174,87.479
HpGP-MEX-003,91.888,93.937,89.416,86.714
HpGP-MEX-004,91.478,93.731,89.671,86.290
HpGP-MEX-006,92.034,94.079,89.978,86.740
HpGP-MEX-007,89.581,90.645,88.554,84.818
HpGP-MEX-008,89.832,90.351,90.456,89.241
HpGP-MEX-009,88.569,91.163,88.636,85.972
HpGP-MEX-010,91.821,93.667,91.176,88.231
HpGP-MEX-012,91.515,94.484,90.783,87.260
HpGP-MEX-023,89.630,91.771,88.965,86.629
HpGP-MEX-024,90.594,93.470,89.041,85.996
HpGP-MEX-027,91.274,93.821,89.941,86.693
HpGP-MEX-028,87.107,92.565,87.562,85.651
HpGP-MEX-032,90.904,93.656,89.310,86.046
HpGP-MEX-035,90.557,93.954,90.223,86.644
HpGP-MEX-040,91.710,93.404,91.787,88.392
HpGP-MEX-041,91.046,93.799,90.065,87.475
HpGP-MEX-043,92.264,93.175,90.586,87.473
HpGP-MEX-044,91.905,94.047,90.053,87.185
HpGP-MEX-045,91.831,93.922,90.589,87.637
HpGP-MEX-046,91.592,93.846,90.856,88.369
HpGP-MMR-001,91.419,94.438,90.207,86.524
HpGP-MMR-002,90.402,94.397,88.715,86.051
HpGP-MMR-003,91.785,93.926,89.018,85.435
HpGP-MMR-004,90.327,94.874,88.216,85.194
HpGP-MMR-005,90.596,93.665,88.728,86.003
HpGP-MMR-006,89.703,93.762,87.416,84.277
HpGP-MMR-007,90.189,93.841,87.360,84.447
HpGP-MMR-008,89.902,93.932,87.887,83.989
HpGP-MMR-009,91.360,93.901,87.792,85.223
HpGP-MMR-010,90.072,93.992,89.076,86.010
HpGP-MMR-011,89.638,93.828,86.963,83.496
HpGP-MMR-012,90.367,93.858,89.478,86.124
HpGP-NGA-006,91.658,93.486,90.775,88.743
HpGP-NGA-010,90.930,92.959,90.068,87.338
HpGP-NGA-017,91.099,93.002,90.997,88.165
HpGP-NGA-019,91.120,93.471,90.197,86.926
HpGP-NPL-001,89.960,92.158,89.507,86.121
HpGP-NPL-002,88.808,90.803,90.365,87.750
HpGP-NPL-003,92.776,93.973,88.996,86.553
HpGP-NPL-004,90.990,96.318,89.857,86.733
HpGP-NPL-005,90.827,93.966,89.564,86.088
HpGP-NPL-006,90.827,93.966,89.564,86.088
HpGP-NPL-007,91.366,94.455,89.219,85.835
HpGP-NPL-008,91.043,93.788,88.498,85.152
HpGP-NPL-009,92.725,94.673,89.576,87.186
HpGP-NPL-010,90.689,93.159,89.174,86.298
HpGP-NPL-011,90.693,93.988,88.747,86.136
HpGP-NPL-012,91.217,93.702,89.742,87.391
HpGP-NPL-013,91.415,93.436,87.709,84.841
HpGP-PER-011,90.899,94.100,87.189,83.520
HpGP-PER-013,91.733,93.116,91.128,87.515
HpGP-PER-014,91.046,94.284,90.068,86.139
HpGP-PER-016,91.901,94.142,91.096,88.626
HpGP-PER-017,91.806,94.063,91.386,88.975
HpGP-PER-018,91.058,93.461,90.800,86.729
HpGP-PER-019,90.064,94.151,86.896,83.736
HpGP-PER-020,91.037,93.254,90.383,87.485
HpGP-PER-021,91.758,93.875,89.588,87.047
HpGP-PER-101,91.360,94.389,89.752,86.680
HpGP-PER-102,91.619,93.478,90.586,87.533
HpGP-PER-103,91.420,90.544,89.835,87.355
HpGP-PER-104,92.005,93.703,90.880,88.715
HpGP-PER-105,90.827,93.946,91.331,87.795
HpGP-PER-106,90.467,93.989,89.531,86.011
HpGP-PER-107,91.563,93.463,90.790,88.245
HpGP-PER-108,91.125,94.364,90.817,88.235
HpGP-PER-109,90.514,93.592,89.540,85.904
HpGP-PER-110,91.703,93.980,89.533,85.853
HpGP-PER-111,89.599,94.232,87.295,83.959
HpGP-PER-112,90.093,93.239,91.096,87.297
HpGP-PER-113,91.655,93.612,90.653,87.121
HpGP-PER-114,91.534,94.082,90.774,88.404
HpGP-PER-115,91.174,93.210,90.980,87.019
HpGP-PER-116,90.301,92.583,89.807,86.664
HpGP-PER-117,91.017,94.150,90.489,87.605
HpGP-PER-119,91.785,94.384,90.755,87.216
HpGP-PER-121,90.073,94.611,89.722,86.205
HpGP-PER-124,90.637,93.993,91.418,88.240
HpGP-PER-130,91.159,94.321,89.626,85.829
HpGP-PER-136,91.380,93.547,90.494,86.974
HpGP-PER-138,90.467,94.211,89.043,86.157
HpGP-PER-140,90.547,93.435,89.775,86.671
HpGP-POL-001,90.751,94.452,89.802,86.743
HpGP-POL-002,89.738,91.602,90.450,88.847
HpGP-POL-003,89.495,91.596,89.560,86.308
HpGP-POL-004,88.543,90.084,89.913,87.237
HpGP-POL-005,92.138,94.142,89.730,85.716
HpGP-POL-006,89.905,90.644,87.861,84.795
HpGP-POL-007,92.444,94.059,90.469,87.332
HpGP-POL-008,88.243,91.032,88.415,84.701
HpGP-POL-009,91.696,94.665,89.454,86.551
HpGP-POL-010,88.950,91.671,89.329,86.533
HpGP-POL-101,88.937,91.816,89.286,85.755
HpGP-POL-102,91.906,93.535,89.265,85.780
HpGP-POL-103,91.990,94.250,87.231,83.976
HpGP-POL-104,91.875,93.919,89.767,86.086
HpGP-POL-105,88.772,92.016,89.158,85.352
HpGP-POL-106,89.145,92.090,89.392,85.877
HpGP-POL-107,89.157,90.476,91.445,88.350
HpGP-POL-108,89.145,92.090,89.375,85.861
HpGP-POL-109,89.395,91.991,91.735,87.865
HpGP-POL-110,89.161,91.936,89.316,86.157
HpGP-POR-001,90.433,91.151,89.115,86.819
HpGP-POR-002,91.055,93.690,88.692,85.798
HpGP-POR-003,89.558,90.101,90.017,86.567
HpGP-POR-004,90.343,92.673,89.616,86.063
HpGP-POR-005,91.907,93.778,91.636,89.188
HpGP-POR-006,89.458,93.168,89.927,86.831
HpGP-POR-007,88.514,91.505,90.796,87.867
HpGP-POR-008,88.994,91.196,89.489,85.623
HpGP-POR-009,88.627,90.632,89.436,86.013
HpGP-POR-010,88.495,91.740,91.582,87.999
HpGP-POR-011,90.096,91.039,91.682,89.445
HpGP-POR-012,91.779,93.751,90.148,87.509
HpGP-POR-013,89.322,91.643,90.092,87.695
HpGP-POR-015,89.394,91.026,90.370,88.877
HpGP-POR-018,89.982,91.048,89.810,87.389
HpGP-POR-101,90.565,90.822,91.452,88.870
HpGP-POR-102,90.450,91.369,89.498,87.140
HpGP-POR-103,90.400,90.546,91.657,88.167
HpGP-POR-104,91.587,94.025,88.847,86.217
HpGP-POR-105,90.386,90.983,89.242,85.374
HpGP-POR-106,90.094,91.054,91.670,88.548
HpGP-POR-107,88.903,90.482,89.680,87.586
HpGP-POR-108,89.739,92.325,89.336,86.638
HpGP-POR-109,89.984,90.897,88.369,85.229
HpGP-POR-110,91.760,94.118,91.074,88.758
HpGP-POR-111,91.081,90.892,90.331,87.940
HpGP-POR-112,91.525,93.664,91.677,88.328
HpGP-POR-113,92.113,93.968,90.772,88.101
HpGP-POR-114,91.656,93.740,91.333,87.521
HpGP-POR-115,92.494,93.798,91.334,88.024
HpGP-PRI-001,89.524,91.410,88.386,84.756
HpGP-PRI-002,89.272,91.051,90.642,86.701
HpGP-PRI-004,89.322,90.963,88.520,84.514
HpGP-PRI-005,89.479,91.424,91.501,87.735
HpGP-PRI-006,89.985,91.394,90.658,86.706
HpGP-PRI-007,89.903,91.406,90.450,86.726
HpGP-PRI-008,91.510,94.132,90.381,88.051
HpGP-RUS-001,92.078,93.949,89.254,85.764
HpGP-RUS-002,88.873,90.993,88.842,85.578
HpGP-RUS-003,92.479,93.737,89.320,85.944
HpGP-RUS-004,92.532,93.733,89.247,86.118
HpGP-RUS-006,89.284,90.370,89.451,87.010
HpGP-RUS-007,91.019,93.908,89.696,86.789
HpGP-RUS-008,89.424,91.122,91.171,87.844
HpGP-RUS-009,91.007,93.713,91.628,87.684
HpGP-RUS-010,91.691,94.315,90.105,87.154
HpGP-RUS-011,89.528,90.851,89.685,86.446
HpGP-SGP-002,89.018,94.222,88.063,85.586
HpGP-SGP-003,89.424,95.685,87.930,85.123
HpGP-SGP-004,87.883,95.163,86.708,83.880
HpGP-SGP-005,89.482,95.847,88.332,85.443
HpGP-SGP-006,89.691,95.282,87.122,83.841
HpGP-SGP-007,88.823,95.337,86.698,83.783
HpGP-SGP-008,89.233,95.915,87.924,86.036
HpGP-SGP-009,90.305,95.801,87.751,85.043
HpGP-SGP-012,89.205,95.255,86.352,84.290
HpGP-SGP-013,88.744,95.015,86.488,83.458
HpGP-SGP-014,89.336,95.275,87.801,84.806
HpGP-SGP-015,90.282,96.369,89.415,86.288
HpGP-SGP-017,90.019,95.889,89.007,85.901
HpGP-SGP-018,89.659,95.950,88.631,85.486
HpGP-SGP-019,89.016,95.318,86.148,83.325
HpGP-SGP-024,89.596,95.601,86.738,84.141
HpGP-SGP-026,90.540,95.882,87.321,84.740
HpGP-SGP-032,90.525,96.786,89.781,86.699
HpGP-SGP-033,89.520,96.222,86.960,83.932
HpGP-SGP-036,89.079,95.292,87.076,84.265
HpGP-SGP-038,88.759,96.095,89.196,87.285
HpGP-SPA-001,91.008,91.719,89.545,88.058
HpGP-SPA-002,90.328,91.270,89.945,86.242
HpGP-SPA-003,89.909,91.132,88.648,85.242
HpGP-SPA-004,92.354,94.288,91.451,88.810
HpGP-SPA-005,88.398,90.761,88.718,85.396
HpGP-SPA-006,89.649,91.107,88.965,87.076
HpGP-SPA-007,90.917,91.507,88.456,85.498
HpGP-SPA-008,91.337,91.381,89.997,87.918
HpGP-SPA-009,90.443,91.276,89.471,86.785
HpGP-SPA-010,90.804,91.433,91.278,87.952
HpGP-SPA-011,91.944,93.973,89.397,86.813
HpGP-SPA-012,90.426,91.367,89.661,86.447
HpGP-SPA-013,91.641,94.035,89.514,85.567
HpGP-SPA-014,91.102,93.105,89.101,85.960
HpGP-SPA-015,91.621,93.555,91.641,88.017
HpGP-SPA-016,92.007,93.875,90.149,86.617
HpGP-SPA-017,91.401,93.924,89.488,86.810
HpGP-SPA-018,92.570,93.750,90.897,87.665
HpGP-SPA-019,92.424,94.413,91.273,89.832
HpGP-SPA-020,91.545,94.194,91.484,88.703
HpGP-SPA-101,89.778,90.808,90.596,87.807
HpGP-SPA-102,90.845,91.110,89.243,85.534
HpGP-SPA-103,88.599,90.864,89.606,86.612
HpGP-SPA-104,90.351,91.744,91.163,87.559
HpGP-SPA-105,89.611,90.541,88.897,85.256
HpGP-SPA-107,90.663,90.775,89.510,87.176
HpGP-SPA-108,90.756,93.282,89.638,86.185
HpGP-SPA-110,88.916,91.667,88.908,86.090
HpGP-SPA-111,89.429,91.478,87.967,85.135
HpGP-SPA-201,91.902,94.018,90.115,87.010
HpGP-SPA-202,91.386,93.919,91.289,88.493
HpGP-SPA-203,89.606,90.907,89.338,86.503
HpGP-SPA-204,89.119,91.584,90.166,88.054
HpGP-SPA-205,89.055,91.200,88.439,85.372
HpGP-SPA-206,88.476,91.137,89.315,85.622
HpGP-SPA-207,91.766,93.574,89.132,86.237
HpGP-SPA-209,90.938,91.481,89.206,85.783
HpGP-SPA-210,89.013,90.994,88.479,85.262
HpGP-SPA-301,91.332,93.449,89.217,86.105
HpGP-SPA-302,89.536,91.716,90.619,87.848
HpGP-SPA-303,90.289,91.659,90.467,87.506
HpGP-SPA-304,89.726,91.716,90.514,87.142
HpGP-SPA-305,91.946,93.922,90.346,87.720
HpGP-SPA-306,89.909,91.448,91.326,88.706
HpGP-SPA-307,88.579,91.448,89.488,85.637
HpGP-SPA-308,88.315,91.797,90.293,87.512
HpGP-SPA-309,90.968,93.833,90.290,86.770
HpGP-SPA-310,88.753,90.905,89.736,86.721
HpGP-SPA-311,90.911,94.036,90.076,86.360
HpGP-SPA-312,91.151,93.566,89.892,86.918
HpGP-SPA-313,91.791,93.394,90.886,87.849
HpGP-SPA-314,91.850,93.744,90.302,86.667
HpGP-SPA-315,91.764,94.011,90.996,87.858
HpGP-SPA-316,89.351,92.210,92.094,88.137
HpGP-SPA-317,91.246,93.281,91.305,88.129
HpGP-SPA-318,91.681,93.263,90.675,87.758
HpGP-SPA-319,92.173,93.622,91.156,89.309
HpGP-SPA-320,92.361,93.502,91.250,88.236
HpGP-SPA-321,92.082,94.345,90.565,87.637
HpGP-SPA-322,90.196,92.506,88.440,85.130
HpGP-SPA-323,91.617,93.796,91.551,89.560
HpGP-SPA-324,88.863,90.203,90.031,86.675
HpGP-SPA-325,91.988,93.522,89.701,88.133
HpGP-SPA-401,89.262,91.178,90.036,87.757
HpGP-SPA-402,92.265,93.494,90.918,87.319
HpGP-SPA-403,91.752,94.655,90.940,86.907
HpGP-SPA-404,90.370,93.516,89.142,86.091
HpGP-SPA-405,93.679,93.369,89.659,87.272
HpGP-SPA-406,88.624,90.259,89.793,85.919
HpGP-SPA-407,90.490,92.429,91.744,88.621
HpGP-SPA-409,91.220,93.392,90.965,87.176
HpGP-SPA-413,91.024,91.046,89.912,87.768
HpGP-SPA-414,90.318,91.477,88.157,85.197
HpGP-SPA-501,89.574,90.898,90.216,87.312
HpGP-SPA-502,90.055,91.684,88.162,85.064
HpGP-SPA-503,90.265,90.929,90.727,87.825
HpGP-SPA-504,91.199,93.663,89.966,87.544
HpGP-SPA-505,89.618,90.942,90.531,87.361
HpGP-SPA-506,89.249,91.084,91.355,87.958
HpGP-SPA-507,91.654,93.127,89.267,86.407
HpGP-SPA-508,90.838,91.083,88.817,85.657
HpGP-SPA-509,90.907,92.542,89.202,85.497
HpGP-SPA-510,89.817,91.273,90.217,87.865
HpGP-SPA-601,91.282,93.864,89.588,87.322
HpGP-SPA-604,87.966,90.702,88.743,85.513
HpGP-SPA-606,92.895,93.976,90.973,88.474
HpGP-SPA-607,90.686,91.894,92.196,89.361
HpGP-SPA-609,88.803,91.595,89.856,87.070
HpGP-SPA-610,89.229,91.670,89.492,86.530
HpGP-SPA-611,91.586,93.391,89.551,86.902
HpGP-SPA-701,90.606,90.955,88.726,85.475
HpGP-SPA-702,90.479,90.504,89.696,85.715
HpGP-SPA-703,89.790,90.929,88.203,84.966
HpGP-SPA-704,90.306,90.043,90.116,86.704
HpGP-SPA-705,88.203,90.595,90.877,87.597
HpGP-SPA-706,89.397,94.217,86.520,83.538
HpGP-SPA-707,91.006,91.315,90.249,88.598
HpGP-SPA-709,91.684,93.938,89.622,86.502
HpGP-SPA-710,90.087,92.346,90.722,88.082
HpGP-SPA-801,91.841,93.699,90.911,87.890
HpGP-SPA-802,89.646,90.790,90.536,87.959
HpGP-SPA-803,90.381,92.380,90.714,87.646
HpGP-SPA-804,89.786,91.512,91.368,88.246
HpGP-SPA-805,90.250,91.346,89.379,85.660
HpGP-SPA-806,89.559,90.870,91.127,87.634
HpGP-SPA-807,90.882,93.539,90.039,86.501
HpGP-SWE-001,89.471,91.799,88.468,85.784
HpGP-SWE-002,93.400,94.098,89.608,86.120
HpGP-SWE-003,90.656,94.204,89.400,86.471
HpGP-SWE-004,90.655,94.205,89.400,86.455
HpGP-SWE-005,92.287,91.964,89.665,87.242
HpGP-SWE-006,89.821,91.058,91.111,88.224
HpGP-SWE-007,91.089,93.928,89.225,86.508
HpGP-SWE-008,92.255,94.092,88.780,85.253
HpGP-SWE-010,92.841,94.084,89.234,86.062
HpGP-SWE-012,92.284,94.047,91.606,88.082
HpGP-SWE-013,91.097,93.755,90.165,87.483
HpGP-SWE-014,90.508,93.736,89.006,86.162
HpGP-SWE-015,90.392,91.310,89.945,86.922
HpGP-SWE-016,91.936,93.700,88.713,85.441
HpGP-SWE-017,92.173,94.301,89.039,85.169
HpGP-SWE-018,92.896,93.726,89.747,86.414
HpGP-SWE-019,93.540,93.597,90.867,87.401
HpGP-SWE-021,89.336,90.838,87.874,85.600
HpGP-SWE-022,92.542,94.223,88.519,85.150
HpGP-SWE-024,91.350,93.711,89.504,85.750
HpGP-SWE-025,92.422,94.514,87.741,84.826
HpGP-SWE-026,92.079,94.318,90.062,87.127
HpGP-SWE-027,91.174,94.359,88.563,85.435
HpGP-SWE-028,92.528,92.520,88.546,85.706
HpGP-SWE-030,91.894,94.483,89.380,86.442
HpGP-SWE-031,92.748,93.964,89.072,86.064
HpGP-SWE-032,92.463,94.172,90.348,87.242
HpGP-SWE-033,89.589,91.906,90.050,87.751
HpGP-SWE-034,92.865,93.301,87.594,85.288
HpGP-SWE-036,91.634,93.044,86.829,84.093
HpGP-SWT-001,90.805,90.753,90.652,88.621
HpGP-SWT-002,90.593,90.929,90.734,86.634
HpGP-SWT-003,91.701,91.220,91.241,89.855
HpGP-SWT-004,92.585,93.117,89.310,86.488
HpGP-SWT-005,91.408,94.442,89.752,87.112
HpGP-SWT-006,89.596,91.973,89.861,87.156
HpGP-SWT-007,92.845,93.968,89.547,86.038
HpGP-SWT-008,91.521,93.954,92.206,88.610
HpGP-SWT-010,91.365,93.103,90.732,88.237
HpGP-SWT-011,90.182,91.006,90.316,86.998
HpGP-SWT-012,88.675,90.374,91.299,87.766
HpGP-SWT-013,88.958,90.611,88.047,84.333
HpGP-SWT-014,91.054,93.706,89.509,86.912
HpGP-SWT-015,90.566,90.558,91.252,87.824
HpGP-SWT-017,91.041,93.710,88.838,85.486
HpGP-TUR-001,92.540,94.125,89.467,86.195
HpGP-TUR-002,89.961,91.601,87.892,84.466
HpGP-TUR-003,88.976,91.781,88.505,85.150
HpGP-TUR-004,91.522,93.243,90.640,87.124
HpGP-TUR-005,90.000,91.661,87.887,84.686
HpGP-TUR-006,92.418,93.996,89.394,85.262
HpGP-TUR-007,91.145,92.241,90.201,87.774
HpGP-TUR-008,91.889,93.729,90.235,87.163
HpGP-TUR-009,91.109,92.386,89.354,84.672
HpGP-TUR-010,89.327,91.286,88.794,85.638
HpGP-TUR-011,91.156,92.241,90.201,87.774
HpGP-TUR-014,91.384,93.181,88.872,85.353
HpGP-TUR-016,91.552,94.013,88.580,87.679
HpGP-TUR-017,92.511,93.764,88.429,85.466
HpGP-TUR-021,91.024,92.086,90.088,87.663
HpGP-TUR-022,89.659,91.755,89.479,85.990
HpGP-TUR-023,92.955,94.394,88.937,85.311
HpGP-TWN-001,89.517,95.652,86.807,83.821
HpGP-TWN-002,87.182,92.986,87.406,84.475
HpGP-TWN-003,90.015,96.108,86.969,84.735
HpGP-TWN-004,89.272,95.948,86.934,84.343
HpGP-TWN-005,88.842,95.652,87.154,83.599
HpGP-TWN-006,90.070,95.704,88.509,85.372
HpGP-TWN-007,90.296,96.110,87.893,84.182
HpGP-TWN-008,89.384,95.851,86.530,84.715
HpGP-TWN-009,89.298,95.854,87.025,84.210
HpGP-TWN-010,88.969,95.082,87.834,84.542
HpGP-TWN-016,89.601,95.574,87.219,84.067
HpGP-TWN-017,89.215,95.586,86.731,83.666
HpGP-TWN-018,89.156,95.185,88.167,85.323
HpGP-TWN-019,89.832,96.043,86.866,84.266
HpGP-TWN-020,89.649,95.834,88.791,85.595
HpGP-TWN-021,88.922,95.406,87.077,83.271
HpGP-TWN-022,89.137,95.591,86.617,84.159
HpGP-TWN-023,88.812,95.519,86.401,83.921
HpGP-TWN-024,90.149,95.263,89.986,86.639
HpGP-TWN-026,90.044,95.788,87.113,84.780
HpGP-TWN-027,90.317,95.871,89.394,86.079
HpGP-TWN-028,89.050,95.288,86.824,84.248
HpGP-TWN-029,89.332,94.749,86.948,83.795
HpGP-TWN-030,89.267,96.170,86.732,83.854
HpGP-USA-001,91.901,93.953,88.670,85.393
HpGP-USA-002,91.967,93.931,89.988,86.445
HpGP-USA-003,91.213,94.049,90.540,87.768
HpGP-USA-004,90.460,94.163,90.391,86.866
HpGP-USA-005,90.172,91.499,88.649,84.816
HpGP-USA-008,90.497,91.294,89.750,86.195
HpGP-USA-009,90.174,92.950,90.124,86.236
HpGP-USA-011,90.158,96.569,89.353,86.210
HpGP-USA-101,88.712,91.476,91.147,88.225
HpGP-USA-102,91.584,92.563,91.565,88.427
HpGP-USA-104,90.727,93.410,90.540,87.012
HpGP-USA-105,91.024,93.965,91.637,87.947
HpGP-USA-106,90.602,90.656,88.498,86.760
HpGP-USA-115,90.228,90.598,88.982,86.662
HpGP-USA-116,89.742,90.912,87.940,85.198
HpGP-USA-119,89.857,90.423,88.039,85.480
HpGP-USA-120,89.224,90.647,87.916,85.026
HpGP-USA-123,89.271,91.722,91.585,89.234
HpGP-USA-201,90.401,90.922,90.756,88.810
HpGP-USA-202,90.375,93.286,89.506,86.304
HpGP-USA-203,90.577,93.517,89.748,87.232
HpGP-USA-204,92.952,94.111,90.483,87.014
HpGP-USA-205,86.613,92.391,88.256,85.120
HpGP-USA-206,91.972,93.756,90.905,88.570
HpGP-USA-207,89.871,91.094,88.539,85.175
HpGP-USA-208,90.919,90.696,89.017,86.651
HpGP-USA-301,90.171,93.223,89.621,86.329
HpGP-USA-302,91.915,93.626,90.789,87.967
HpGP-USA-303,88.931,91.275,91.367,88.057
HpGP-USA-304,90.969,93.358,89.626,86.720
HpGP-USA-305,90.621,92.890,91.280,87.959
HpGP-USA-306,90.877,92.563,91.488,88.416
HpGP-USA-311,91.320,93.091,91.778,88.562
HpGP-USA-401,88.967,91.323,90.583,88.790
HpGP-USA-402,90.454,91.027,88.984,86.208
HpGP-USA-403,90.757,93.143,91.327,87.339
HpGP-USA-404,88.938,91.325,90.593,88.803
HpGP-USA-405,90.097,90.539,88.608,87.202
HpGP-USA-406,90.030,93.360,91.004,87.530
HpGP-USA-407,90.459,91.205,88.672,84.927
HpGP-USA-408,90.084,93.474,89.468,86.273
HpGP-USA-409,91.145,92.751,91.153,87.970
HpGP-USA-410,89.757,90.611,87.813,85.348
HpGP-USA-411,89.132,91.690,91.039,87.725
HpGP-USA-412,87.829,90.812,90.649,87.923
HpGP-USA-413,90.496,93.361,90.952,87.433
HpGP-USA-414,89.872,91.137,89.638,85.999
HpGP-USA-415,90.454,93.111,91.203,88.230
HpGP-USA-416,91.480,93.150,91.184,87.892
HpGP-USA-417,90.352,92.956,88.906,85.408
HpGP-USA-418,90.685,93.053,92.018,88.498
HpGP-USA-419,89.689,93.145,89.390,86.431
HpGP-USA-420,88.273,91.475,90.553,87.161
HpGP-USA-421,91.738,93.181,91.077,88.202
HpGP-USA-422,90.028,94.462,87.803,84.278
HpGP-USA-423,90.358,90.909,89.102,85.307
HpGP-USA-424,91.857,93.413,91.062,88.124
HpGP-USA-425,90.623,96.333,87.168,85.088
HpGP-USA-427,90.573,93.213,89.954,86.696
HpGP-USA-428,90.839,93.657,90.829,87.676
HpGP-USA-429,90.386,93.749,89.650,86.644
HpGP-USA-431,90.005,90.540,88.778,85.983
HpGP-USA-432,91.125,93.066,90.928,87.834
HpGP-USA-433,91.128,92.696,89.975,87.092
HpGP-USA-434,90.517,93.639,90.198,87.390
HpGP-USA-435,89.208,90.697,90.390,87.268
HpGP-USA-436,90.547,91.057,88.792,87.494
HpGP-USA-437,90.116,93.892,90.115,86.880
HpGP-VNM-001,88.630,96.371,86.425,83.773
HpGP-VNM-002,89.379,95.932,87.138,83.775
HpGP-VNM-003,89.241,95.155,89.054,86.325
HpGP-VNM-004,89.778,96.051,86.661,84.440
HpGP-VNM-005,88.830,95.333,87.332,84.522
HpGP-VNM-006,88.371,95.114,87.538,84.304
HpGP-VNM-007,90.528,95.604,87.312,84.756
HpGP-VNM-008,88.944,95.130,87.204,84.682
HpGP-VNM-009,89.675,95.762,89.191,85.816
HpGP-ZAF-001,87.782,89.102,97.773,95.260
HpGP-ZAF-002,90.170,93.371,91.760,88.313
HpGP-ZAF-004,90.518,93.387,90.128,86.973
HpGP-ZAF-006,86.844,88.856,94.989,92.369
HpGP-ZAF-007,86.502,88.363,95.148,94.143
HpGP-ZAF-008,88.572,90.732,88.692,85.477
HpGP-ZAF-009,87.499,88.952,95.857,93.076
HpGP-ZAF-010,89.376,91.245,91.985,89.076
HpGP-ZAF-011,91.260,93.064,91.355,88.261
